question,worker,answer
9564,172,5
9564,859,4
9564,340,3
9565,269,4
9565,377,4
9565,270,3
9566,32,4
9566,43,4
9566,168,4
9567,49,3
9567,194,3
9567,324,3
9568,544,4
9568,568,4
9568,52,4
9569,384,3
9569,49,3
9569,467,3
9570,179,1
9570,616,1
9570,54,1
9571,135,5
9571,69,4
9571,79,4
9572,61,4
9572,222,4
9572,491,3
9573,105,5
9573,965,3
9573,1086,3
9574,341,3
9574,586,3
9574,562,3
9575,223,3
9575,389,1
9575,60,1
9576,117,1
9576,52,1
9576,248,1
9577,52,3
9577,38,5
9577,569,3
9578,115,5
9578,72,5
9578,3,5
9579,215,5
9579,241,3
9579,70,3
9580,106,4
9580,334,3
9580,33,3
9581,50,3
9581,49,3
9581,185,3
9582,33,3
9582,32,4
9582,217,3
9583,239,4
9583,243,5
9583,345,5
9584,5,4
9584,331,4
9584,49,4
9585,191,3
9585,183,3
9585,220,3
9586,442,3
9586,32,3
9586,615,3
9587,697,5
9587,182,4
9587,213,4
9588,715,1
9588,489,1
9588,1047,1
9589,55,3
9589,65,4
9589,821,3
9590,165,3
9590,49,3
9590,671,2
9591,472,5
9591,283,5
9591,192,3
9592,120,5
9592,119,5
9592,43,5
9593,205,1
9593,253,1
9593,144,1
9594,59,3
9594,388,4
9594,195,3
9595,1040,5
9595,11,5
9595,351,5
9596,558,5
9596,119,5
9596,273,5
9597,98,1
9597,278,1
9597,38,1
9598,1034,5
9598,593,5
9598,290,4
9599,360,3
9599,261,3
9599,55,3
9600,680,3
9600,268,3
9600,144,3
9601,420,1
9601,192,1
9601,263,1
9602,30,4
9602,69,1
9602,896,1
9603,47,3
9603,217,3
9603,891,3
9604,128,5
9604,443,3
9604,278,3
9605,261,3
9605,91,3
9605,5,3
9606,94,5
9606,518,5
9606,129,5
9607,43,5
9607,121,5
9607,387,5
9608,206,5
9608,421,5
9608,238,5
9609,138,3
9609,296,3
9609,723,3
9610,217,5
9610,513,5
9610,25,5
9611,137,5
9611,257,5
9611,330,5
9612,536,4
9612,32,4
9612,491,4
9613,698,3
9613,311,4
9613,61,4
9614,566,5
9614,58,5
9614,195,5
9615,156,5
9615,393,5
9615,231,5
9616,181,4
9616,462,4
9616,2,4
9617,69,4
9617,42,4
9617,194,4
9618,233,3
9618,1006,3
9618,190,3
9619,772,5
9619,269,5
9619,375,5
9620,61,3
9620,128,3
9620,515,3
9621,236,3
9621,488,4
9621,15,4
9622,279,3
9622,231,3
9622,970,3
9623,45,3
9623,166,3
9623,2,3
9624,243,5
9624,17,5
9624,113,5
9625,586,4
9625,135,4
9625,429,4
9626,14,4
9626,333,4
9626,606,4
9627,2,3
9627,529,3
9627,233,3
9628,122,4
9628,289,3
9628,105,4
9629,92,1
9629,47,1
9629,143,1
9630,330,1
9630,307,1
9630,1,1
9631,172,1
9631,441,3
9631,377,1
9632,50,1
9632,40,1
9632,130,1
9633,82,3
9633,265,3
9633,122,3
9634,64,5
9634,212,5
9634,168,5
9635,206,3
9635,187,3
9635,668,4
9636,538,4
9636,14,4
9636,615,4
9637,255,4
9637,138,4
9637,69,4
9638,188,3
9638,452,3
9638,157,3
9639,50,4
9639,49,3
9639,217,3
9640,47,3
9640,38,3
9640,186,3
9641,147,3
9641,213,3
9641,160,3
9642,519,4
9642,178,1
9642,361,4
9643,652,3
9643,651,3
9643,188,3
9644,18,4
9644,240,4
9644,46,4
9645,61,4
9645,258,4
9645,32,4
9646,227,5
9646,231,5
9646,188,5
9647,1012,4
9647,404,4
9647,344,4
9648,890,3
9648,92,3
9648,365,3
9649,59,1
9649,46,1
9649,217,1
9650,3,5
9650,77,4
9650,492,4
9651,510,4
9651,32,4
9651,38,4
9652,5,5
9652,197,5
9652,115,5
9653,521,4
9653,69,5
9653,60,5
9654,123,5
9654,436,5
9654,48,5
9655,227,3
9655,82,3
9655,563,3
9656,972,1
9656,408,1
9656,89,1
9657,119,1
9657,150,1
9657,275,1
9658,507,3
9658,489,4
9658,104,3
9659,173,5
9659,461,5
9659,191,5
9660,269,5
9660,522,3
9660,302,3
9661,49,1
9661,374,1
9661,243,1
9662,50,5
9662,421,5
9662,110,5
9663,410,3
9663,138,3
9663,710,4
9664,336,4
9664,13,4
9664,894,5
9665,49,5
9665,372,5
9665,373,5
9666,501,4
9666,285,4
9666,282,4
9667,2,5
9667,536,3
9667,831,3
9668,876,4
9668,313,5
9668,501,5
9669,116,3
9669,552,3
9669,569,5
9670,563,3
9670,964,4
9670,33,2
9671,472,4
9671,241,4
9671,114,4
9672,313,3
9672,471,5
9672,268,3
9673,206,5
9673,114,3
9673,461,4
9674,194,5
9674,50,5
9674,217,5
9675,873,4
9675,413,4
9675,541,3
9676,136,4
9676,752,4
9676,166,4
9677,182,3
9677,304,3
9677,193,3
9678,192,5
9678,105,3
9678,217,5
9679,330,3
9679,841,3
9679,891,3
9680,65,3
9680,287,2
9680,144,3
9681,227,3
9681,443,3
9681,187,3
9682,65,5
9682,906,3
9682,450,3
9683,8,1
9683,9,1
9683,361,1
9684,12,5
9684,239,5
9684,351,5
9685,52,5
9685,62,5
9685,60,5
9686,61,5
9686,351,3
9686,14,5
9687,61,5
9687,653,5
9687,412,4
9688,32,5
9688,61,5
9688,409,4
9689,173,3
9689,32,3
9689,335,2
9690,191,3
9690,68,3
9690,217,3
9691,21,3
9691,17,3
9691,344,3
9692,273,3
9692,97,3
9692,110,3
9693,32,4
9693,734,4
9693,156,4
9694,276,1
9694,50,1
9694,229,1
9695,33,3
9695,13,3
9695,356,3
9696,450,3
9696,157,4
9696,217,4
9697,104,5
9697,43,5
9697,205,5
9698,823,3
9698,417,3
9698,458,4
9699,32,5
9699,61,4
9699,258,3
9700,310,4
9700,247,4
9700,195,4
9701,393,5
9701,806,3
9701,715,4
9702,695,1
9702,60,1
9702,688,1
9703,24,3
9703,188,3
9703,221,3
9704,116,3
9704,24,3
9704,131,3
9705,130,3
9705,823,3
9705,550,2
9706,157,5
9706,294,5
9706,170,5
9707,549,3
9707,73,1
9707,274,5
9708,183,4
9708,261,3
9708,215,4
9709,762,5
9709,138,3
9709,282,3
9710,2,5
9710,880,5
9710,453,5
9711,102,5
9711,413,5
9711,354,5
9712,14,3
9712,205,3
9712,62,3
9713,933,3
9713,718,3
9713,69,4
9714,140,5
9714,119,5
9714,341,5
9715,514,3
9715,108,3
9715,227,3
9716,943,3
9716,14,4
9716,132,3
9717,351,5
9717,315,5
9717,14,5
9718,268,3
9718,553,3
9718,274,3
9719,719,5
9719,51,4
9719,410,5
9720,727,1
9720,247,3
9720,616,3
9721,65,1
9721,50,3
9721,171,1
9722,472,5
9722,69,5
9722,32,5
9723,274,5
9723,102,5
9723,156,5
9724,17,4
9724,70,4
9724,114,4
9725,14,3
9725,167,3
9725,82,3
9726,69,1
9726,32,1
9726,61,1
9727,320,3
9727,254,3
9727,174,4
9728,192,3
9728,217,4
9728,21,3
9729,61,1
9729,167,1
9729,187,1
9730,265,3
9730,980,3
9730,281,3
9731,171,5
9731,8,5
9731,7,5
9732,188,3
9732,114,3
9732,134,3
9733,178,4
9733,189,4
9733,192,4
9734,706,4
9734,233,2
9734,2,4
9735,503,1
9735,695,1
9735,138,1
9736,49,4
9736,59,4
9736,12,4
9737,176,3
9737,512,3
9737,785,3
9738,310,4
9738,54,4
9738,474,4
9739,388,5
9739,870,3
9739,69,5
9740,304,3
9740,32,3
9740,805,3
9741,187,5
9741,382,5
9741,574,4
9742,150,1
9742,142,1
9742,168,1
9743,75,1
9743,492,1
9743,50,1
9744,265,3
9744,206,5
9744,164,3
9745,189,4
9745,28,4
9745,410,4
9746,558,3
9746,33,3
9746,117,3
9747,40,3
9747,9,3
9747,137,4
9748,880,5
9748,84,5
9748,6,5
9749,457,2
9749,268,5
9749,579,1
9750,716,5
9750,617,3
9750,1070,4
9751,1087,4
9751,150,4
9751,171,4
9752,119,5
9752,350,5
9752,294,5
9753,229,4
9753,240,4
9753,121,4
9754,25,4
9754,272,4
9754,491,3
9755,189,5
9755,173,5
9755,11,5
9756,510,4
9756,21,4
9756,139,4
9757,32,3
9757,61,3
9757,442,3
9758,241,5
9758,104,5
9758,282,5
9759,285,3
9759,192,3
9759,190,3
9760,172,3
9760,465,5
9760,952,2
9761,192,5
9761,81,4
9761,139,5
9762,283,3
9762,152,3
9762,61,3
9763,535,3
9763,92,3
9763,121,3
9764,825,3
9764,716,1
9764,328,1
9765,167,1
9765,102,1
9765,344,1
9766,191,3
9766,8,3
9766,305,3
9767,123,5
9767,2,5
9767,517,5
9768,548,5
9768,122,5
9768,186,5
9769,522,1
9769,734,1
9769,367,1
9770,19,5
9770,61,5
9770,643,3
9771,67,1
9771,234,5
9771,13,1
9772,227,3
9772,426,3
9772,531,4
9773,302,3
9773,491,4
9773,114,4
9774,842,3
9774,843,3
9774,274,3
9775,366,5
9775,298,5
9775,356,5
9776,916,1
9776,979,1
9776,896,1
9777,122,1
9777,33,1
9777,8,1
9778,461,3
9778,71,3
9778,119,3
9779,384,5
9779,133,5
9779,105,5
9780,313,4
9780,79,2
9780,214,4
9781,179,1
9781,9,1
9781,231,1
9782,43,3
9782,65,4
9782,171,3
9783,104,4
9783,374,4
9783,168,4
9784,443,4
9784,122,3
9784,157,4
9785,59,5
9785,72,5
9785,384,5
9786,104,2
9786,473,3
9786,675,3
9787,61,4
9787,313,4
9787,483,4
9788,21,4
9788,401,5
9788,133,5
9789,16,5
9789,61,3
9789,14,3
9790,174,3
9790,341,4
9790,180,3
9791,429,1
9791,455,1
9791,65,1
9792,274,1
9792,782,1
9792,222,1
9793,602,3
9793,101,1
9793,1016,1
9794,576,5
9794,2,5
9794,63,5
9795,522,1
9795,734,1
9795,367,1
9796,360,5
9796,572,5
9796,450,3
9797,429,3
9797,5,3
9797,265,3
9798,23,3
9798,133,3
9798,337,3
9799,567,3
9799,412,3
9799,59,4
9800,43,1
9800,242,1
9800,619,1
9801,65,1
9801,509,1
9801,75,1
9802,215,3
9802,580,3
9802,193,3
9803,282,4
9803,62,5
9803,3,4
9804,61,4
9804,541,3
9804,28,3
9805,507,4
9805,535,4
9805,114,4
9806,488,5
9806,55,5
9806,330,5
9807,313,5
9807,1088,5
9807,296,5
9808,38,4
9808,178,4
9808,185,4
9809,199,1
9809,121,1
9809,143,1
9810,377,1
9810,11,1
9810,856,1
9811,116,5
9811,173,5
9811,54,5
9812,1,4
9812,366,4
9812,391,4
9813,106,3
9813,8,3
9813,217,3
9814,217,1
9814,477,1
9814,43,1
9815,489,3
9815,104,3
9815,194,3
9816,205,3
9816,62,3
9816,275,3
9817,382,4
9817,459,4
9817,252,4
9818,205,5
9818,61,5
9818,858,5
9819,640,1
9819,279,1
9819,211,1
9820,114,3
9820,122,3
9820,14,3
9821,65,3
9821,227,3
9821,461,3
9822,130,4
9822,243,3
9822,40,3
9823,82,1
9823,32,1
9823,102,1
9824,213,3
9824,873,4
9824,413,4
9825,197,1
9825,68,1
9825,375,1
9826,157,5
9826,69,4
9826,82,4
9827,430,3
9827,443,3
9827,65,3
9828,177,5
9828,117,5
9828,152,5
9829,122,5
9829,345,5
9829,48,5
9830,181,3
9830,669,2
9830,449,2
9831,62,2
9831,197,4
9831,344,3
9832,430,3
9832,434,4
9832,49,5
9833,75,4
9833,119,3
9833,50,3
9834,192,4
9834,190,4
9834,139,4
9835,471,1
9835,304,1
9835,814,1
9836,135,3
9836,318,2
9836,269,2
9837,366,3
9837,501,3
9837,489,3
9838,328,5
9838,101,5
9838,313,5
9839,794,5
9839,140,5
9839,183,5
9840,134,3
9840,448,1
9840,159,3
9841,52,4
9841,69,4
9841,95,4
9842,43,3
9842,113,3
9842,106,5
9843,510,3
9843,278,3
9843,548,3
9844,24,3
9844,344,3
9844,72,3
9845,280,1
9845,304,5
9845,206,1
9846,736,3
9846,334,4
9846,337,5
9847,194,5
9847,338,5
9847,106,5
9848,260,3
9848,765,3
9848,341,3
9849,596,1
9849,64,1
9849,304,1
9850,148,3
9850,281,3
9850,389,3
9851,294,4
9851,173,4
9851,223,4
9852,33,3
9852,104,3
9852,336,3
9853,171,1
9853,152,1
9853,30,3
9854,19,4
9854,129,5
9854,228,4
9855,452,3
9855,207,1
9855,809,1
9856,166,5
9856,648,4
9856,566,4
9857,62,4
9857,129,1
9857,188,1
9858,366,1
9858,634,1
9858,894,1
9859,33,5
9859,9,5
9859,1,5
9860,156,1
9860,108,1
9860,16,1
9861,382,1
9861,69,1
9861,157,1
9862,354,1
9862,280,1
9862,591,4
9863,61,5
9863,313,5
9863,346,5
9864,46,1
9864,68,1
9864,308,1
9865,532,5
9865,442,5
9865,514,5
9866,267,3
9866,92,4
9866,891,4
9867,283,4
9867,613,4
9867,82,4
9868,319,5
9868,385,3
9868,205,3
9869,217,3
9869,473,3
9869,49,3
9870,786,4
9870,8,4
9870,43,4
9871,104,3
9871,64,3
9871,136,3
9872,70,4
9872,293,4
9872,47,4
9873,294,4
9873,18,4
9873,271,4
9874,221,4
9874,248,4
9874,501,4
9875,786,4
9875,423,4
9875,1053,4
9876,433,4
9876,1050,4
9876,142,4
9877,241,5
9877,171,3
9877,2,3
9878,72,3
9878,82,4
9878,172,3
9879,7,1
9879,8,1
9879,5,3
9880,217,5
9880,881,5
9880,387,5
9881,345,3
9881,50,4
9881,77,4
9882,110,5
9882,199,5
9882,274,3
9883,33,1
9883,1,1
9883,48,1
9884,40,4
9884,58,4
9884,267,4
9885,217,3
9885,157,5
9885,195,3
9886,54,5
9886,121,5
9886,221,5
9887,461,4
9887,271,5
9887,75,5
9888,163,1
9888,117,1
9888,472,1
9889,307,5
9889,60,5
9889,804,5
9890,60,3
9890,28,3
9890,183,3
9891,893,3
9891,458,3
9891,457,3
9892,14,4
9892,103,4
9892,195,4
9893,453,3
9893,382,3
9893,194,3
9894,140,5
9894,61,5
9894,442,5
9895,49,3
9895,591,3
9895,414,3
9896,221,3
9896,360,3
9896,260,3
9897,117,5
9897,398,5
9897,443,5
9898,185,4
9898,8,4
9898,7,4
9899,216,5
9899,285,5
9899,149,5
9900,117,2
9900,668,3
9900,55,3
9901,586,4
9901,267,4
9901,16,4
9902,75,5
9902,117,5
9902,62,5
9903,105,4
9903,217,4
9903,104,4
9904,166,5
9904,18,3
9904,305,3
9905,278,5
9905,292,3
9905,187,5
9906,164,3
9906,62,4
9906,114,3
9907,139,3
9907,875,5
9907,382,3
9908,401,4
9908,351,4
9908,61,4
9909,551,4
9909,130,4
9909,32,4
9910,173,4
9910,61,4
9910,260,4
9911,373,4
9911,372,4
9911,38,4
9912,43,3
9912,122,3
9912,1,3
9913,101,3
9913,454,3
9913,380,3
9914,699,3
9914,114,1
9914,389,1
9915,351,1
9915,250,1
9915,191,1
9916,207,3
9916,453,3
9916,451,3
9917,122,3
9917,130,1
9917,306,1
9918,75,5
9918,178,5
9918,501,5
9919,240,3
9919,116,3
9919,84,3
9920,122,4
9920,37,3
9920,58,4
9921,884,5
9921,86,3
9921,246,5
9922,235,4
9922,51,3
9922,21,3
9923,943,1
9923,304,1
9923,211,1
9924,265,4
9924,54,4
9924,372,4
9925,512,3
9925,336,3
9925,40,3
9926,384,5
9926,800,5
9926,60,5
9927,381,1
9927,301,1
9927,89,1
9928,359,3
9928,1025,3
9928,32,3
9929,206,3
9929,92,3
9929,170,3
9930,140,4
9930,567,4
9930,351,4
9931,629,3
9931,895,3
9931,386,3
9932,72,3
9932,7,3
9932,104,3
9933,157,5
9933,206,5
9933,186,5
9934,567,3
9934,8,3
9934,195,3
9935,138,5
9935,571,5
9935,61,5
9936,114,3
9936,223,4
9936,271,3
9937,206,1
9937,5,3
9937,9,1
9938,119,4
9938,254,4
9938,19,4
9939,865,3
9939,282,3
9939,671,2
9940,108,4
9940,54,4
9940,77,4
9941,43,3
9941,227,3
9941,3,4
9942,122,1
9942,385,1
9942,61,3
9943,217,3
9943,475,4
9943,75,3
9944,9,3
9944,472,4
9944,518,5
9945,282,1
9945,429,1
9945,178,1
9946,166,3
9946,268,3
9946,486,3
9947,172,3
9947,329,4
9947,227,4
9948,361,5
9948,100,5
9948,95,4
9949,106,1
9949,183,1
9949,289,1
9950,343,3
9950,336,3
9950,1,3
9951,114,3
9951,914,3
9951,122,3
9952,294,3
9952,345,3
9952,60,3
9953,75,4
9953,372,3
9953,60,4
9954,265,4
9954,24,4
9954,217,4
9955,72,5
9955,46,5
9955,60,5
9956,274,5
9956,277,5
9956,326,5
9957,49,3
9957,752,3
9957,217,3
9958,350,3
9958,33,3
9958,40,3
9959,122,4
9959,16,4
9959,715,3
9960,275,5
9960,310,5
9960,507,5
9961,443,3
9961,278,3
9961,778,2
9962,32,5
9962,493,5
9962,61,5
9963,227,3
9963,191,3
9963,382,3
9964,885,5
9964,261,5
9964,953,5
9965,344,4
9965,787,4
9965,105,4
9966,295,5
9966,62,5
9966,162,5
9967,657,3
9967,957,2
9967,238,5
9968,32,1
9968,62,1
9968,216,1
9969,169,5
9969,122,5
9969,8,3
9970,671,3
9970,69,3
9970,92,3
9971,179,4
9971,921,4
9971,394,3
9972,765,4
9972,178,5
9972,49,5
9973,233,1
9973,410,1
9973,132,1
9974,224,1
9974,967,3
9974,235,3
9975,865,4
9975,87,4
9975,34,4
9976,43,1
9976,122,1
9976,120,1
9977,133,3
9977,367,3
9977,108,3
9978,329,3
9978,51,3
9978,336,3
9979,458,5
9979,233,1
9979,147,1
9980,32,5
9980,173,5
9980,478,5
9981,221,5
9981,1,5
9981,474,5
9982,115,4
9982,241,2
9982,119,3
9983,48,5
9983,24,4
9983,719,3
9984,558,3
9984,18,3
9984,755,3
9985,932,3
9985,2,3
9985,294,3
9986,206,3
9986,117,3
9986,119,3
9987,233,1
9987,61,1
9987,14,1
9988,541,3
9988,1089,3
9988,876,3
9989,577,3
9989,106,3
9989,117,3
9990,104,4
9990,366,3
9990,271,5
9991,50,4
9991,206,3
9991,170,3
9992,250,3
9992,209,3
9992,282,3
9993,82,3
9993,297,3
9993,872,3
9994,39,3
9994,571,3
9994,294,3
9995,119,3
9995,18,3
9995,176,3
9996,110,1
9996,268,1
9996,197,1
9997,424,4
9997,493,1
9997,91,1
9998,7,3
9998,176,3
9998,629,3
9999,278,3
9999,173,3
9999,49,3
10000,82,5
10000,420,5
10000,74,5
10001,639,3
10001,442,3
10001,182,3
10002,309,3
10002,8,3
10002,362,3
10003,24,5
10003,205,5
10003,881,5
10004,109,5
10004,185,5
10004,577,5
10005,69,4
10005,382,4
10005,161,5
10006,278,4
10006,72,4
10006,697,4
10007,7,4
10007,234,5
10007,467,4
10008,32,1
10008,61,1
10008,268,1
10009,268,4
10009,61,3
10009,21,3
10010,575,3
10010,306,5
10010,61,5
10011,123,3
10011,413,3
10011,200,3
10012,452,5
10012,7,5
10012,518,5
10013,191,5
10013,104,5
10013,171,5
10014,294,4
10014,121,5
10014,243,5
10015,199,3
10015,124,3
10015,681,3
10016,33,3
10016,331,3
10016,492,3
10017,282,3
10017,58,3
10017,32,3
10018,419,5
10018,60,5
10018,216,5
10019,33,2
10019,337,3
10019,8,3
10020,288,5
10020,313,5
10020,580,5
10021,545,4
10021,541,5
10021,1012,4
10022,215,1
10022,119,1
10022,33,1
10023,18,3
10023,8,3
10023,77,3
10024,268,3
10024,973,4
10024,583,3
10025,458,3
10025,823,3
10025,417,3
10026,68,1
10026,254,1
10026,119,1
10027,351,1
10027,14,1
10027,11,1
10028,178,3
10028,429,3
10028,47,3
10029,134,3
10029,401,3
10029,20,3
10030,567,1
10030,138,1
10030,509,1
10031,61,3
10031,383,3
10031,698,3
10032,91,3
10032,66,3
10032,217,3
10033,707,2
10033,1045,3
10033,315,2
10034,186,4
10034,388,5
10034,49,5
10035,149,3
10035,382,4
10035,190,3
10036,1060,2
10036,109,4
10036,313,5
10037,122,4
10037,445,4
10037,497,4
10038,116,3
10038,114,3
10038,396,3
10039,62,3
10039,128,3
10039,32,3
10040,650,1
10040,699,5
10040,131,1
10041,315,3
10041,18,3
10041,710,3
10042,140,5
10042,515,3
10042,19,3
10043,33,2
10043,309,3
10043,361,3
10044,51,1
10044,37,1
10044,575,3
10045,48,4
10045,597,4
10045,61,4
10046,321,3
10046,282,3
10046,386,3
10047,117,3
10047,119,3
10047,188,5
10048,92,5
10048,155,5
10048,247,5
10049,32,4
10049,3,4
10049,75,4
10050,756,5
10050,61,3
10050,60,3
10051,104,3
10051,275,3
10051,65,3
10052,525,4
10052,539,4
10052,535,4
10053,18,4
10053,236,5
10053,244,5
10054,136,4
10054,117,4
10054,535,4
10055,474,5
10055,108,5
10055,542,5
10056,223,4
10056,97,4
10056,372,4
10057,49,5
10057,241,5
10057,195,5
10058,361,5
10058,150,5
10058,509,5
10059,40,3
10059,18,3
10059,173,3
10060,315,5
10060,32,5
10060,61,5
10061,139,4
10061,204,4
10061,514,4
10062,60,4
10062,172,3
10062,520,3
10063,304,3
10063,69,3
10063,198,3
10064,297,2
10064,336,3
10064,289,3
10065,181,5
10065,62,5
10065,2,5
10066,228,4
10066,383,1
10066,243,1
10067,69,4
10067,586,4
10067,98,4
10068,1,3
10068,43,3
10068,254,3
10069,328,4
10069,51,4
10069,192,4
10070,782,3
10070,124,3
10070,657,3
10071,215,4
10071,24,4
10071,282,2
10072,33,3
10072,265,3
10072,336,3
10073,553,5
10073,50,4
10073,518,4
10074,473,3
10074,234,3
10074,63,3
10075,206,1
10075,396,1
10075,429,1
10076,24,3
10076,315,3
10076,278,3
10077,867,3
10077,315,4
10077,616,3
10078,304,1
10078,61,1
10078,474,1
10079,169,5
10079,155,5
10079,513,5
10080,248,3
10080,221,3
10080,449,5
10081,353,4
10081,92,5
10081,454,4
10082,215,3
10082,401,4
10082,450,4
10083,177,4
10083,265,3
10083,478,4
10084,382,4
10084,414,4
10084,488,3
10085,69,1
10085,61,1
10085,12,1
10086,271,3
10086,9,3
10086,60,5
10087,716,1
10087,32,3
10087,107,1
10088,86,4
10088,216,4
10088,165,4
10089,189,3
10089,801,3
10089,108,3
10090,217,1
10090,168,1
10090,542,1
10091,72,3
10091,205,3
10091,313,3
10092,24,4
10092,600,4
10092,65,4
10093,157,3
10093,382,3
10093,456,3
10094,206,5
10094,54,5
10094,129,5
10095,16,3
10095,351,3
10095,3,3
10096,190,4
10096,139,4
10096,108,3
10097,167,1
10097,80,3
10097,473,1
10098,82,4
10098,146,4
10098,32,4
10099,188,5
10099,227,5
10099,231,5
10100,254,3
10100,170,3
10100,57,3
10101,127,5
10101,52,4
10101,623,5
10102,75,1
10102,58,1
10102,40,1
10103,556,3
10103,835,1
10103,173,1
10104,67,1
10104,157,1
10104,345,1
10105,393,4
10105,340,4
10105,60,4
10106,166,3
10106,366,3
10106,668,3
10107,351,3
10107,366,3
10107,43,3
10108,157,1
10108,460,1
10108,414,1
10109,387,3
10109,55,5
10109,490,3
10110,72,1
10110,816,1
10110,544,5
10111,125,3
10111,217,3
10111,194,3
10112,245,5
10112,317,5
10112,169,5
10113,62,4
10113,52,4
10113,108,4
10114,61,3
10114,32,3
10114,60,5
10115,40,4
10115,154,5
10115,289,5
10116,205,1
10116,403,1
10116,351,1
10117,49,1
10117,117,1
10117,170,1
10118,461,3
10118,186,3
10118,205,3
10119,451,4
10119,381,3
10119,207,5
10120,429,3
10120,97,3
10120,308,3
10121,272,1
10121,14,1
10121,132,1
10122,163,4
10122,69,5
10122,14,4
10123,718,3
10123,214,3
10123,468,3
10124,548,5
10124,491,4
10124,18,4
10125,129,3
10125,241,3
10125,215,3
10126,695,4
10126,967,4
10126,156,4
10127,173,4
10127,217,3
10127,185,3
10128,32,4
10128,427,4
10128,429,4
10129,558,3
10129,18,3
10129,206,4
10130,156,3
10130,318,3
10130,138,5
10131,39,1
10131,134,1
10131,858,1
10132,18,3
10132,191,3
10132,24,3
10133,495,1
10133,9,1
10133,135,1
10134,110,5
10134,55,5
10134,747,5
10135,489,3
10135,119,3
10135,194,3
10136,31,4
10136,565,3
10136,693,5
10137,173,1
10137,447,1
10137,522,1
10138,247,4
10138,13,4
10138,105,3
10139,338,5
10139,429,5
10139,50,5
10140,348,4
10140,272,4
10140,916,4
10141,558,5
10141,244,5
10141,16,5
10142,43,3
10142,32,3
10142,33,3
10143,187,5
10143,234,1
10143,512,1
10144,541,5
10144,61,5
10144,82,5
10145,157,3
10145,336,3
10145,360,3
10146,171,1
10146,272,3
10146,200,1
10147,195,3
10147,58,3
10147,54,3
10148,493,5
10148,258,3
10148,32,4
10149,2,4
10149,120,1
10149,637,1
10150,370,3
10150,640,1
10150,61,4
10151,128,4
10151,869,4
10151,643,4
10152,473,3
10152,472,3
10152,171,3
10153,60,3
10153,261,3
10153,289,3
10154,61,5
10154,239,5
10154,116,5
10155,360,3
10155,33,3
10155,49,3
10156,64,5
10156,473,5
10156,94,5
10157,217,3
10157,450,4
10157,357,3
10158,61,1
10158,44,1
10158,580,1
10159,454,1
10159,165,1
10159,247,1
10160,149,1
10160,62,1
10160,7,1
10161,119,1
10161,33,1
10161,97,1
10162,168,3
10162,198,3
10162,33,3
10163,25,3
10163,157,3
10163,54,3
10164,223,1
10164,28,1
10164,377,1
10165,1003,3
10165,593,4
10165,64,4
10166,215,4
10166,69,4
10166,206,4
10167,946,3
10167,16,3
10167,194,3
10168,2,1
10168,63,1
10168,78,1
10169,707,4
10169,450,4
10169,462,4
10170,171,4
10170,350,4
10170,22,4
10171,104,3
10171,675,3
10171,473,3
10172,1,3
10172,313,4
10172,16,3
10173,272,3
10173,347,4
10173,168,4
10174,682,4
10174,1043,5
10174,267,4
10175,173,4
10175,191,3
10175,217,3
10176,79,5
10176,78,5
10176,80,3
10177,108,3
10177,113,4
10177,117,4
10178,349,4
10178,342,5
10178,335,4
10179,189,3
10179,46,3
10179,516,3
10180,49,3
10180,217,3
10180,182,2
10181,377,3
10181,458,5
10181,640,3
10182,702,1
10182,345,1
10182,9,1
10183,105,3
10183,160,5
10183,114,5
10184,139,3
10184,140,3
10184,138,3
10185,308,1
10185,42,1
10185,189,1
10186,591,3
10186,39,3
10186,190,3
10187,373,3
10187,176,3
10187,75,3
10188,61,5
10188,14,5
10188,212,5
10189,54,4
10189,17,4
10189,206,4
10190,278,1
10190,244,1
10190,187,1
10191,98,5
10191,69,5
10191,104,5
10192,317,4
10192,206,4
10192,282,4
10193,32,1
10193,61,1
10193,268,1
10194,324,5
10194,424,5
10194,1090,5
10195,255,3
10195,241,3
10195,122,3
10196,282,3
10196,77,3
10196,241,3
10197,51,1
10197,190,1
10197,657,1
10198,160,1
10198,279,5
10198,156,1
10199,247,5
10199,513,5
10199,24,5
10200,88,5
10200,537,5
10200,75,5
10201,240,3
10201,88,4
10201,179,3
10202,1029,3
10202,351,4
10202,61,4
10203,473,1
10203,323,2
10203,783,1
10204,215,4
10204,374,4
10204,117,4
10205,894,3
10205,119,3
10205,12,3
10206,1,3
10206,117,3
10206,119,3
10207,61,4
10207,64,3
10207,473,3
10208,72,4
10208,17,3
10208,789,3
10209,171,5
10209,60,5
10209,173,5
10210,33,3
10210,163,3
10210,171,3
10211,119,5
10211,122,5
10211,157,5
10212,1091,4
10212,69,3
10212,391,4
10213,49,5
10213,360,5
10213,217,5
10214,375,3
10214,187,4
10214,586,3
10215,313,1
10215,28,1
10215,268,1
10216,61,4
10216,377,4
10216,11,5
10217,121,4
10217,242,4
10217,10,3
10218,241,5
10218,880,5
10218,247,5
10219,228,3
10219,9,3
10219,336,3
10220,372,1
10220,62,1
10220,33,1
10221,18,5
10221,217,5
10221,19,5
10222,211,3
10222,389,3
10222,215,3
10223,32,4
10223,63,5
10223,341,5
10224,172,3
10224,368,3
10224,188,3
10225,61,4
10225,368,4
10225,552,4
10226,119,1
10226,81,1
10226,24,1
10227,128,1
10227,213,1
10227,187,1
10228,223,1
10228,507,1
10228,441,2
